layer_height,exposure_time,exposure_intensity,bottom_layers,bottom_exposure_intensity,lifting_speed,exposure_wait,liquid_speed,bottom_exposure_time,print_mode,needle_definition,layer_adhesion,needle_height,base_thickness,material_curing
9.248552684760517895e-02,8.319573857946860329e+00,8.034832851063900705e+01,4.000000000000000000e+00,6.091446572535448922e+01,2.929211771354099270e+00,9.378231688269116351e-01,2.706250756699830617e+00,1.519134650844635459e+01,2.000000000000000000e+00,6.003614112809532344e+01,1.265070480405118758e+01,3.533275178764140634e+01,5.986265322319950144e+01,7.866379635431206907e+01
4.809462400432905349e-02,3.114449258872133974e+00,9.066810542276171248e+01,5.000000000000000000e+00,6.051147918388752345e+01,2.589660142700599188e+00,1.463312961821982894e+00,2.941225244569075414e+00,1.972553955961358696e+01,1.000000000000000000e+00,5.525987000905563917e+01,2.717985190816213859e+01,5.717037234041696081e+01,6.430343155118055165e+01,6.589080290073962942e+01
7.535369787303809741e-02,6.588455721478645444e+00,8.674905513928850098e+01,7.000000000000000000e+00,7.754284008372690096e+01,2.454811775010576902e+00,1.198214286462633060e+00,2.868135050851625234e+00,1.001145770259549650e+01,2.000000000000000000e+00,5.783679887613445914e+01,1.985694089672489682e+01,5.196100090929171955e+01,6.106784959668009094e+01,7.382248499952090981e+01
2.769144547146316915e-02,3.804737942277580665e+00,5.094373949207586350e+01,7.000000000000000000e+00,8.627088607312745694e+01,1.308330281938103301e+00,1.778819378648123894e+00,1.987149049287200153e+00,1.420340507541287778e+01,2.000000000000000000e+00,4.696167647721176763e+01,5.329869671023811151e+01,6.895742060443228638e+01,7.240896845381644198e+01,6.483197590866937787e+01
6.506196111303415297e-02,2.364849600001099450e+00,5.146392868194868697e+01,5.000000000000000000e+00,6.680329670970523637e+01,7.389150068461500798e-01,1.741881144160541739e+00,1.689398386614964886e+00,1.726722378772449318e+01,0.000000000000000000e+00,3.827747077207556714e+01,4.928258447562954103e+01,6.144501087939766393e+01,7.012604986664000251e+01,5.797756245179193257e+01
1.077527150602807134e-02,3.585390391884803574e+00,8.195526376144979963e+01,3.000000000000000000e+00,9.305646650614035309e+01,1.895068196866485533e+00,1.197511053920843893e-01,8.834724190277050138e-01,1.018994718426354318e+01,0.000000000000000000e+00,6.513741725738150024e+01,6.157260167928336614e+01,6.991701268218965026e+01,6.140951599781544701e+01,5.157802669888015146e+01
2.028328565660332539e-02,5.212391715733298625e+00,9.066035290185470785e+01,7.000000000000000000e+00,9.700549940367415047e+01,1.648682759204107118e+00,1.443042526627025257e+00,1.457182874939476180e+00,1.973045442610255762e+01,1.000000000000000000e+00,6.704509850365381851e+01,6.132224583705486509e+01,8.099909123535211108e+01,8.349535935568080447e+01,7.455230055278595103e+01
6.137887470604225237e-02,8.428358738829759389e+00,5.249220779378872948e+01,3.000000000000000000e+00,6.242940264006733031e+01,2.998192762437728476e+00,1.964425139066355852e-01,7.708181721666826913e-01,2.274488169194026455e+01,1.000000000000000000e+00,6.175745804068714762e+01,4.117858322969799190e+01,4.462274915492177030e+01,7.320529389092952499e+01,5.781096931915865866e+01
1.309035306640705075e-02,1.941405553024100783e+00,8.466694007013801127e+01,6.000000000000000000e+00,7.102081166342730967e+01,1.682526405643482770e+00,2.227955735242696522e-01,1.212548882197150180e+00,1.728266167222208693e+01,1.000000000000000000e+00,5.654132186280636319e+01,6.539312157652928192e+01,8.166754432159987687e+01,6.938142961374171591e+01,4.708072415448658177e+01
2.380833010465599475e-02,2.392609630535168730e+00,9.750312317817491703e+01,8.000000000000000000e+00,9.963127730767780577e+01,1.986373428254221585e+00,1.185154596780048974e+00,2.283915480780962959e+00,2.302876847448798259e+01,1.000000000000000000e+00,5.952839277591924372e+01,4.760084641006670836e+01,7.837931732052781797e+01,8.784819242482153356e+01,6.165272480166138536e+01
2.297274184549488729e-02,2.891687104585842327e+00,7.714897180255671572e+01,3.000000000000000000e+00,8.893994959937880651e+01,1.820330702966926228e+00,6.989943394184265912e-01,1.443418075988406990e+00,1.036796869857496795e+01,0.000000000000000000e+00,5.725810607283325737e+01,5.316953221487784731e+01,7.001562447966458080e+01,6.356852257827565467e+01,5.419021641935927391e+01
9.362701308743021089e-02,7.161989030250276222e+00,7.332518161683999836e+01,6.000000000000000000e+00,6.285695081121503591e+01,2.289123834297476012e+00,1.345455104789010869e+00,2.484691968403698326e+00,1.107515655190820247e+01,2.000000000000000000e+00,5.432184902054994069e+01,2.052140660355218671e+01,4.197716766688932921e+01,5.514332011294443703e+01,7.017346752129762422e+01
9.721568805114297329e-02,9.504374434582134157e+00,6.496117330672637991e+01,5.000000000000000000e+00,6.921351335005304861e+01,1.673685834750729295e+00,3.795722479565751817e-01,1.350935755482089551e+00,1.580537018369765789e+01,2.000000000000000000e+00,6.042124211529202427e+01,3.806861415190532227e+01,3.702765191250797727e+01,6.735822610765296758e+01,6.786767630591914724e+01
1.523417860767985361e-02,7.968869256663819733e+00,8.068081535977502483e+01,4.000000000000000000e+00,6.520292636512354534e+01,2.204464953934660354e+00,5.472015369530089934e-01,2.945214735730864231e+00,1.351281488009055387e+01,1.000000000000000000e+00,7.628551835780686474e+01,4.280070705439835876e+01,6.947136093381060107e+01,6.033388405150022038e+01,6.818704094748892430e+01
8.844387430988877308e-02,5.890257287513116502e+00,5.808203248447367173e+01,7.000000000000000000e+00,8.660703812309965599e+01,1.088777141967740336e+00,2.830971651657555599e-01,1.469710062789512994e+00,1.024344391667914778e+01,1.000000000000000000e+00,5.047732898026948334e+01,4.568182251578362951e+01,4.828459420642717248e+01,6.120000618007870230e+01,5.200790473984442031e+01
5.809989592030623956e-02,6.434020625390066250e+00,8.925039500561211980e+01,4.000000000000000000e+00,9.218040760947135936e+01,2.495072653442963251e+00,6.949152386290964323e-01,2.703764024431091428e+00,1.646923923401903522e+01,0.000000000000000000e+00,6.745685712844698401e+01,2.504167522313024818e+01,5.381472408811318786e+01,7.568319281818467914e+01,7.194393631464254213e+01
9.926280670203026235e-02,8.142426121730700572e+00,9.178485365934180606e+01,8.000000000000000000e+00,8.829389941441523604e+01,2.642379544106001177e+00,1.213100226273838844e-01,2.086546618015008736e+00,2.039218486247985140e+01,2.000000000000000000e+00,6.156149334979187415e+01,2.071595094208065646e+01,4.602492211805225963e+01,8.064017332638648838e+01,7.273017305203372018e+01
2.506516800718886634e-02,2.676317091624785149e+00,6.503111127412243775e+01,4.000000000000000000e+00,9.654884036811463943e+01,2.635887794003168416e+00,7.532401468116987076e-01,2.988232454502192770e+00,1.362199146246251935e+01,1.000000000000000000e+00,5.041104804620995594e+01,3.448342972610959123e+01,6.809224696330119286e+01,7.277743400668312290e+01,4.822215833583426559e+01
8.773614913356383993e-02,5.420600063424454440e+00,8.366745491908510246e+01,3.000000000000000000e+00,8.618706006275120046e+01,1.155830382526353173e+00,1.673233480202406920e+00,2.486887173285688313e+00,1.299441398078474919e+01,0.000000000000000000e+00,5.678076568351326614e+01,3.160473775475440661e+01,4.022247026439207218e+01,7.191004340880837731e+01,7.591019180705275460e+01
1.932118408882389088e-02,9.585051061530307948e+00,5.753819504033906185e+01,5.000000000000000000e+00,8.665757017371838344e+01,1.181479666572220477e+00,4.945421333057757884e-01,1.185963300896977657e+00,1.131062922034964835e+01,2.000000000000000000e+00,7.174361430087770941e+01,6.369150028968638821e+01,6.724472650453623146e+01,6.603206305671891130e+01,6.586094864575325403e+01
5.079403490480569744e-02,4.828616453194657154e+00,9.866577622074402143e+01,8.000000000000000000e+00,7.083557748592303938e+01,2.942673285589614274e+00,7.696369077287978921e-01,2.802936570990753662e+00,1.152048028888683007e+01,1.000000000000000000e+00,6.267947453188342877e+01,2.780018623942322620e+01,6.958888310927504506e+01,5.673523708578150604e+01,6.721022432403474056e+01
2.184878417863584874e-02,8.531318525702696220e+00,5.032672724907581596e+01,8.000000000000000000e+00,6.387989566444103673e+01,1.956757729656770639e+00,1.320043827340636744e+00,7.526574282541385053e-01,1.907359693941410228e+01,0.000000000000000000e+00,7.292209250534878606e+01,5.740411090924170878e+01,8.428804204660762878e+01,6.783800237661009191e+01,6.851027602934536276e+01
9.619214962016683912e-02,5.592091219759072196e+00,8.259360123233437889e+01,5.000000000000000000e+00,6.494461411639426274e+01,2.710192127838406684e+00,1.905893807428791442e+00,8.104344317350240523e-01,2.705168038168087108e+01,1.000000000000000000e+00,5.142044420944584715e+01,3.311764650149314093e+01,4.407257277188229949e+01,8.126496884335030302e+01,7.336585814662525706e+01
5.368474942165581132e-02,7.875911902761540517e+00,8.397588114810477578e+01,5.000000000000000000e+00,8.505858455607386759e+01,1.926562833772889949e+00,1.285451552733750669e+00,2.187384485928800082e+00,2.275256515298151427e+01,0.000000000000000000e+00,7.328493884794083613e+01,3.607479086221291453e+01,6.546978535969331858e+01,7.865744832537603770e+01,7.995369662308820580e+01
3.750409931150261444e-02,4.385892229827926592e+00,9.131238359747234767e+01,4.000000000000000000e+00,6.036683564283256231e+01,2.117834448755560928e+00,1.225582380936312665e+00,1.596834181873953540e+00,2.035688685345051496e+01,0.000000000000000000e+00,6.443956204817888533e+01,4.399772266673242171e+01,6.140995326034649793e+01,6.922373744261521722e+01,6.822097307019991774e+01
8.079718478927019887e-02,1.300875384544813773e+00,8.763365306138854294e+01,7.000000000000000000e+00,7.382309458885650599e+01,1.151969536048426779e+00,3.775836545812339962e-01,1.299541082159904937e+00,2.864582675805907641e+01,0.000000000000000000e+00,4.466039356582256659e+01,4.455094436255659929e+01,5.765713479609455305e+01,8.609995150802542696e+01,5.143629113730992941e+01
9.989770911403546283e-02,6.048699557666155080e+00,6.424897766554119016e+01,4.000000000000000000e+00,9.815914937899046322e+01,8.584551167170207941e-01,6.609227862075383042e-01,1.202543710026628965e+00,2.063223944567948465e+01,1.000000000000000000e+00,4.881770668514694478e+01,4.549016236224560572e+01,3.462310958183644516e+01,8.191678483190948157e+01,5.498300568413314693e+01
4.850173791925524447e-02,3.426677319833484781e+00,5.038620829761444497e+01,3.000000000000000000e+00,7.532250054040568443e+01,2.907535485520283736e+00,1.395503920589751035e+00,2.295374676786037238e+00,1.178123540492492438e+01,1.000000000000000000e+00,4.482716790132582929e+01,3.057511915387876655e+01,5.267499318319072188e+01,6.483356998824038442e+01,5.339589212208131386e+01
1.403752995390753627e-02,4.470914192223263584e+00,9.848697198371843342e+01,6.000000000000000000e+00,8.202567469214017137e+01,1.892454212342674191e+00,1.754302813191372934e+00,2.843672121148340892e+00,2.327354444127829325e+01,2.000000000000000000e+00,6.364006007692425726e+01,4.456405687474735799e+01,7.165067467404439583e+01,7.958570932704726886e+01,7.615779896583947561e+01
7.735340547874987316e-02,2.198172773302938143e+00,9.229148491806108723e+01,7.000000000000000000e+00,8.740255941748316104e+01,1.556371767444409304e+00,1.492340241157411596e+00,2.177094321574736924e+00,1.501130624821046133e+01,0.000000000000000000e+00,4.818829139608459400e+01,3.370841533901437259e+01,6.105686208738347887e+01,7.042145321500582611e+01,6.670041520117428036e+01
6.442602896821253422e-02,4.983378473411606890e+00,7.687752012728074646e+01,6.000000000000000000e+00,8.431249914402556556e+01,7.481402614049164068e-01,1.924626370721092883e+00,2.866198675333198942e+00,1.722241455842492996e+01,0.000000000000000000e+00,5.607573102437412160e+01,3.980273539538045213e+01,5.789818598967077889e+01,7.325589468811010363e+01,7.319953147027271712e+01
9.742567374695824955e-02,7.771765220690926235e+00,7.259885351971483658e+01,5.000000000000000000e+00,8.164538498705334746e+01,1.898230215690568157e+00,6.462538743836975241e-01,6.594207868390498106e-01,2.545340572493779163e+01,0.000000000000000000e+00,6.112629679658446946e+01,3.934086742239936996e+01,4.870508510574691741e+01,8.265713825262889713e+01,6.647248172760360774e+01
3.306429040583572232e-02,2.558738622032722621e+00,8.239196427404101541e+01,8.000000000000000000e+00,6.430380142494985307e+01,2.242590905407820578e+00,8.724761195541802516e-01,1.233837047923729058e+00,2.629638564853358318e+01,1.000000000000000000e+00,5.279990416353689398e+01,5.377634303828480000e+01,7.457925596243951816e+01,7.657503032449778857e+01,5.892054697436410748e+01
3.320513269784083898e-02,2.005857943726863990e+00,9.329250127675858550e+01,6.000000000000000000e+00,8.384043825541071726e+01,1.668364048097241703e+00,1.408163796654278821e+00,2.984996157292953978e+00,1.469935950406956948e+01,0.000000000000000000e+00,5.852600841790692954e+01,3.572306969172232982e+01,7.133597272072104545e+01,7.310297515921706690e+01,6.293234527475437545e+01
6.173357780365581332e-02,8.559059730959234003e+00,9.145554083801238221e+01,4.000000000000000000e+00,8.711852065369562581e+01,8.780326866682672815e-01,1.711209547529634944e+00,2.280263157272857555e+00,2.577091315701943230e+01,1.000000000000000000e+00,7.223109455210507690e+01,4.771880894258111283e+01,5.797775951065062827e+01,8.682655515319575557e+01,8.691699756799536658e+01
2.683763415965823018e-02,7.982089927174712329e+00,9.175489512922207780e+01,5.000000000000000000e+00,7.879380451815271158e+01,5.653890747577579035e-01,1.090572577121810438e+00,2.514942761617251499e+00,2.702614351374774060e+01,0.000000000000000000e+00,8.354300992473056908e+01,5.340547619329861817e+01,7.305094254487499938e+01,8.569231058699540426e+01,7.925810300620716475e+01
9.074318735697990690e-02,4.382232287654524328e+00,7.431298906603070975e+01,5.000000000000000000e+00,7.795749424754060897e+01,1.027408938153550721e+00,2.494093401621330086e-01,1.971599112045747448e+00,2.660191926306188037e+01,1.000000000000000000e+00,4.718962325649017941e+01,3.925186551481752417e+01,4.630613195538608551e+01,8.112255811998332433e+01,5.417916438725990247e+01
7.172894727327687459e-02,9.588259885462052878e+00,5.696129723515292653e+01,7.000000000000000000e+00,8.085755055822971826e+01,1.944081875714035235e+00,1.947119701227232769e+00,1.469237376684561891e+00,2.246316514404673015e+01,0.000000000000000000e+00,6.946051128419615850e+01,3.846215481768270195e+01,6.087730984497112985e+01,7.905455690568442151e+01,8.095334023957232716e+01
4.438062762198078520e-02,3.909666118460827899e+00,5.888843968248944094e+01,7.000000000000000000e+00,7.054925727338165586e+01,2.479562863109134430e+00,4.150911383821431766e-01,1.633865622492870262e+00,2.356781691945825941e+01,0.000000000000000000e+00,5.306486227708433745e+01,3.966938220104032098e+01,7.202339061808402221e+01,7.350651973827345387e+01,4.727095423089799908e+01
5.678747679902697298e-02,8.579571370598729985e+00,9.956654555450478483e+01,3.000000000000000000e+00,7.130595587939936308e+01,1.643546008809616321e+00,1.953341189489231355e-01,2.051760724239623634e+00,1.341107124742936030e+01,1.000000000000000000e+00,7.654494974930423723e+01,4.308261962295910052e+01,4.926832921796461306e+01,6.419544491468489866e+01,7.235995087965689265e+01
5.792211932740778946e-02,8.244477118110626890e+00,7.791877394684279068e+01,5.000000000000000000e+00,6.671296296968247930e+01,1.233396818852585008e+00,1.431048186592241533e+00,2.323057627915413370e+00,2.732045339300627518e+01,2.000000000000000000e+00,6.519022857950236016e+01,4.230683536653108234e+01,5.497164696941806739e+01,7.943597496507874212e+01,7.953564170132210620e+01
8.659875887382317838e-02,3.587171328936314740e+00,5.708687104577824556e+01,5.000000000000000000e+00,6.635931377447016644e+01,1.331460672248582444e+00,1.245479951199130131e+00,2.060796052313436100e+00,2.471317796276192880e+01,2.000000000000000000e+00,3.720459369792637006e+01,3.526481234632797168e+01,4.162938977410598085e+01,7.271167810296293510e+01,5.795123770065706736e+01
7.286316316620690403e-02,5.090601799995206456e+00,9.229608920364402991e+01,7.000000000000000000e+00,9.150851547599930313e+01,2.352162962503497656e+00,5.608138178367443327e-01,1.210958342769041796e+00,2.884770850880942561e+01,2.000000000000000000e+00,5.536556862373089416e+01,3.910389610004519056e+01,5.464305623108064225e+01,8.751052408078760436e+01,6.651274408215554956e+01
7.445323809088114086e-02,7.456875317482925425e+00,7.085949784022764675e+01,3.000000000000000000e+00,9.419903736435981045e+01,1.109934287727591284e+00,1.435146808697625564e+00,2.214415601242766485e+00,2.288357025012381385e+01,2.000000000000000000e+00,5.911442278187132615e+01,4.218231465626158894e+01,4.448133347854743391e+01,8.581611508857413639e+01,7.363181676424733269e+01
4.384992903055798946e-02,9.447711256268574331e+00,9.324129376052201224e+01,5.000000000000000000e+00,8.910121976579786462e+01,6.832829227234002989e-01,3.384938412644420413e-01,2.010234689349008619e+00,1.741941321802762843e+01,1.000000000000000000e+00,8.099296615333402372e+01,5.813266106694021573e+01,6.256017301507168327e+01,7.492857614677646438e+01,7.363654250853628014e+01
3.295055197181535889e-02,9.251077405954109878e+00,9.530875045182995109e+01,8.000000000000000000e+00,9.219932058737660441e+01,7.786003549136306656e-01,1.920479225778908727e+00,1.090848722713791741e+00,1.274031280139788080e+01,2.000000000000000000e+00,7.808951322597975775e+01,6.577810193666221039e+01,7.341688458255683258e+01,7.114839600344571124e+01,9.482740758020018745e+01
3.534160722542298294e-02,1.862629753134754651e+00,9.514174054265454572e+01,8.000000000000000000e+00,7.911668694549878467e+01,1.772170970138160273e+00,5.867563910803023086e-01,2.392365498444462890e+00,2.647491167858928307e+01,2.000000000000000000e+00,5.153117403948026976e+01,4.266595082236814562e+01,7.570202005197901940e+01,8.294165770542947769e+01,5.838974668242747157e+01
8.643079281328124031e-02,9.754286278871184379e+00,5.282858630724152249e+01,3.000000000000000000e+00,9.897517090110044080e+01,2.906712627405414917e+00,7.904282187785788283e-01,2.679271285154464444e+00,2.510528260270093170e+01,1.000000000000000000e+00,6.049190741075570088e+01,1.624342942534002887e+01,3.903224567578305937e+01,8.737448512992176575e+01,7.068759833700735840e+01
5.381350411632756375e-02,8.018229810759258669e+00,8.144228203979626812e+01,5.000000000000000000e+00,7.207314020349598138e+01,7.383258270892782971e-01,1.622200054547785708e+00,1.789931963330208875e+00,2.701230531183440675e+01,0.000000000000000000e+00,7.449346905084279058e+01,5.192747572196933703e+01,6.119297921634581172e+01,7.998741936909441108e+01,8.372214539216976448e+01
6.423549661821804924e-02,5.308527421268743218e+00,6.621471500414212130e+01,3.000000000000000000e+00,9.983057892351533269e+01,1.918363983960093666e+00,1.558854389412405728e-01,1.050567014449478087e+00,2.953297584644973028e+01,2.000000000000000000e+00,4.861818093993582579e+01,4.616817712436114363e+01,3.973236915965745908e+01,9.496575455818287992e+01,5.336433020221411994e+01
2.485390426279122933e-02,6.538884992828303488e+00,8.522979799149473479e+01,3.000000000000000000e+00,8.056993442416765561e+01,1.280657485279482977e+00,1.533116150759510576e+00,1.389784153789692667e+00,2.805519663086232995e+01,1.000000000000000000e+00,6.937438300482259024e+01,6.339004069595350899e+01,6.145838251292807541e+01,8.296951169974676077e+01,7.728839944483877389e+01
3.914843828622779909e-02,2.562727693472967694e+00,9.606632051319250820e+01,7.000000000000000000e+00,6.019712248285341616e+01,1.304932258629403208e+00,1.462098162226146414e+00,2.348834522148830928e+00,2.287595434783779780e+01,2.000000000000000000e+00,5.223611529609804194e+01,4.702278036769023828e+01,6.357670724873247536e+01,6.589284857686226360e+01,6.686856664866172650e+01
9.190982004068702638e-02,3.040909787549564758e+00,9.354005046865906081e+01,4.000000000000000000e+00,6.933773860277808865e+01,2.561896669996529319e+00,1.785734963609767911e+00,1.107488374109866225e+00,1.645750081287240008e+01,0.000000000000000000e+00,4.914945910697208120e+01,3.042858843008419711e+01,4.540560545590492580e+01,6.860780214521319920e+01,7.111656205346082515e+01
1.118604506121680456e-02,1.696812902901846609e+00,5.269292961163779410e+01,7.000000000000000000e+00,9.833855211917537531e+01,2.201395320696021063e+00,1.766865143049794140e+00,1.087687426814292202e+00,2.482757050282532418e+01,1.000000000000000000e+00,4.547709000519697753e+01,5.960475973130977678e+01,8.647627113377448893e+01,8.824392505852067359e+01,5.182920923805405522e+01
4.519136626018379482e-02,1.992513462667271362e+00,5.154629458724161850e+01,3.000000000000000000e+00,9.517713381493531699e+01,2.360191804891661249e+00,1.895543168984242355e+00,1.959481120832502477e+00,2.960825805076198947e+01,0.000000000000000000e+00,4.373468065025446805e+01,3.845482704562855503e+01,5.725174786683165706e+01,9.486255703833366226e+01,5.641409010772525789e+01
7.414411621891325854e-02,7.210739113795382238e+00,6.313097673862509396e+01,5.000000000000000000e+00,7.746931124880882180e+01,5.894745716901754751e-01,1.067480535284786258e+00,9.287013799414143289e-01,2.259104264161637232e+01,0.000000000000000000e+00,6.197814146182760453e+01,5.408168299705275217e+01,5.036728442042064557e+01,7.587492127990014978e+01,7.029157974991932178e+01
9.428749103187696046e-02,9.389261064378519706e+00,8.710261330579325545e+01,8.000000000000000000e+00,7.144096955856868192e+01,7.070994353072717065e-01,1.057151993618437258e+00,1.110965944324624033e+00,1.891258792051962345e+01,1.000000000000000000e+00,6.865631761569009939e+01,5.194842444367089485e+01,5.196954639339752902e+01,6.958138851820466186e+01,7.692684073676691980e+01
5.453742389506666816e-02,3.433087089291300131e+00,6.012300867298711182e+01,4.000000000000000000e+00,9.781127281328812728e+01,1.784619523377579453e+00,4.708821066157539148e-01,8.312851595169732377e-01,1.613313601358073157e+01,2.000000000000000000e+00,4.254960817349666513e+01,5.284714856342598921e+01,4.706732075638304735e+01,7.671699039393845965e+01,4.797490981403459642e+01
5.061957907198248036e-02,2.353102474520412102e+00,9.183599309937844168e+01,7.000000000000000000e+00,8.104371085712334377e+01,2.775633424243516334e+00,1.029803540458964939e+00,2.764051783998721756e+00,1.904263502718319501e+01,1.000000000000000000e+00,5.259586637559555555e+01,2.661257620645728394e+01,6.555717741243570629e+01,7.514252251057928333e+01,6.355884895853443339e+01
8.771371235785259401e-02,1.119216198189976863e+00,9.417432762740017438e+01,5.000000000000000000e+00,9.103301777044516996e+01,5.504116096749072096e-01,4.325191810360340394e-01,1.786465596720604010e+00,2.924299742096604504e+01,1.000000000000000000e+00,4.085644616802110818e+01,4.943020238194520743e+01,4.176971238638734008e+01,9.070097298677221431e+01,4.950141722954614920e+01
4.664083302562783973e-02,7.792543815547404051e+00,7.145661416046149839e+01,3.000000000000000000e+00,9.030028257737973263e+01,2.351911925851110752e+00,1.877499167036876582e+00,2.879184021960223827e+00,1.590175182912483542e+01,1.000000000000000000e+00,6.686927192932812147e+01,3.116893790640504136e+01,5.127634922300426723e+01,7.407996356597942622e+01,7.836870811342305387e+01
3.569635005693912178e-02,6.088489694995440793e+00,6.706206517140211076e+01,3.000000000000000000e+00,9.077627959425484505e+01,1.288807674322347552e+00,1.591806269501345517e+00,2.214257595110158405e+00,1.070290754159555213e+01,0.000000000000000000e+00,6.590226681679627063e+01,4.724804608965977337e+01,6.466942909824800267e+01,6.581142466277970016e+01,7.365943379519389111e+01
1.921268341093972792e-02,5.336539237839770244e+00,7.323839464103124897e+01,8.000000000000000000e+00,9.538106526395569063e+01,1.848798807263670962e+00,1.785038576733980475e+00,1.409834682937642913e+00,2.946487304179313682e+01,0.000000000000000000e+00,6.756181134897548191e+01,5.330006030626954328e+01,8.436929852357010873e+01,9.281256387698913102e+01,7.323114621308481276e+01
7.531951045328405536e-02,3.357769656639311595e+00,7.419213686527652385e+01,7.000000000000000000e+00,7.927964780925478294e+01,1.644207483024841210e+00,6.209766352145881241e-01,2.014097317561286182e+00,1.112403072505306056e+01,2.000000000000000000e+00,4.482552704139340705e+01,3.659853911310582220e+01,5.147920220356576948e+01,6.261928970093162405e+01,5.557649474012718827e+01
1.053062517201965725e-02,2.468243868815588549e+00,5.183697885208549394e+01,3.000000000000000000e+00,7.314153273145805656e+01,2.765121386288178051e+00,1.769415563678169434e-01,2.359998433711959276e+00,2.311061298012388932e+01,2.000000000000000000e+00,4.639098653256041871e+01,4.038304327685003869e+01,6.826805538489888647e+01,7.791437529761078906e+01,4.205186343446558794e+01
5.102743160942496692e-02,8.714981624423790763e+00,8.003877988214060224e+01,8.000000000000000000e+00,9.933742987909768374e+01,2.626750519678463736e+00,7.382720018619948199e-01,1.253206237865805317e+00,2.141133283369471485e+01,0.000000000000000000e+00,7.559168527282048444e+01,3.911397472381958096e+01,7.278409207128768799e+01,8.434317141758525338e+01,7.284826034189173072e+01
6.960375062099810606e-02,7.277333880167878633e+00,5.079136424098776104e+01,7.000000000000000000e+00,7.865199741125849187e+01,2.020403217781370220e+00,6.620380803176841855e-01,2.839165580481284756e+00,2.314912015608536677e+01,1.000000000000000000e+00,5.580818261024064952e+01,3.018098845031476074e+01,5.550371129194634534e+01,8.077619269179758987e+01,6.076083491820114801e+01
6.058300389981135375e-02,8.553016653608452202e+00,7.291345841528656990e+01,6.000000000000000000e+00,7.045247726492175389e+01,9.563032889648849233e-01,8.183179961334196006e-01,1.498465437365068098e+00,2.984832345615928162e+01,1.000000000000000000e+00,6.970006526557322957e+01,5.592705181506547518e+01,5.737821735677366775e+01,8.635438907604317649e+01,7.080570301913381570e+01
7.610313341225234673e-02,7.898689413780034307e+00,5.795307189856468000e+01,7.000000000000000000e+00,7.462727641899667219e+01,1.423160295635295558e+00,1.732931577053249961e-01,2.775132010052301368e+00,2.817507556262986412e+01,2.000000000000000000e+00,5.523670175366810042e+01,3.164107231181397140e+01,5.276615766966823884e+01,8.669423514435401046e+01,6.065180644707473334e+01
7.638267337817952751e-02,6.531408408407045840e+00,8.140577772412275692e+01,3.000000000000000000e+00,8.744013772489304870e+01,1.349820816886353247e+00,1.741275466660557436e+00,2.490983485781430140e+00,1.819501784369828812e+01,2.000000000000000000e+00,5.797662911535682184e+01,3.550513572911294347e+01,3.446489500368340941e+01,7.737052576817362137e+01,7.420574799006962508e+01
3.595956264298560273e-02,3.017971171048608792e+00,6.260442966110888108e+01,8.000000000000000000e+00,7.405575496468189556e+01,2.217896640127240637e+00,1.752579206602922879e+00,1.151833742904355029e+00,2.443698532937232670e+01,1.000000000000000000e+00,5.042337511742844214e+01,5.338841749689638050e+01,7.492558907839580229e+01,7.613841671203765316e+01,6.057255386006771403e+01
9.431627961446549524e-02,4.879467676585983682e+00,7.799569676634204995e+01,7.000000000000000000e+00,8.592571372005426156e+01,1.254012107480220850e+00,5.233183307443265431e-01,2.357825246263821839e+00,1.640629820632562641e+01,1.000000000000000000e+00,4.999397418291552952e+01,3.219382388158266650e+01,4.105976431143011496e+01,7.291821636008164376e+01,5.838241049128934890e+01
2.810170831640041583e-02,1.016623227287650977e+00,8.922672655371096084e+01,7.000000000000000000e+00,6.905813072777712591e+01,1.832542917082200962e+00,1.337377168805318428e+00,1.817934140362208240e+00,1.433735864844814145e+01,2.000000000000000000e+00,4.750827797074956749e+01,4.957281380705681784e+01,7.069668286546783520e+01,6.356035010190337431e+01,5.921919713111294215e+01
4.174648971472072478e-02,9.739861359944685049e+00,5.058472426749979434e+01,6.000000000000000000e+00,7.087350483593000661e+01,1.604943621970335910e+00,1.121636166038142646e+00,2.627384086779847472e+00,2.357304070290712161e+01,0.000000000000000000e+00,7.415495044532679003e+01,3.959239207934120230e+01,7.564458262586477133e+01,7.464231579144816919e+01,7.008674933657110273e+01
2.508358277762656047e-02,6.249132633077030263e+00,7.636088303258887322e+01,6.000000000000000000e+00,8.764807652087471013e+01,1.230104188890992267e+00,2.888964135927708510e-01,2.035663052711750076e+00,2.548093666039219585e+01,0.000000000000000000e+00,7.023602112801951591e+01,5.227007614751524045e+01,7.682376555615770997e+01,8.531442908611320775e+01,6.280911134335831747e+01
1.906026219621100720e-02,5.766947566862768326e+00,7.621963213203348175e+01,4.000000000000000000e+00,6.870574140190197454e+01,5.948414686800386209e-01,1.519101063353887282e+00,9.810424065710178221e-01,1.626417776274234583e+01,0.000000000000000000e+00,6.949923723077245086e+01,6.760643045809131024e+01,6.776556529161443621e+01,6.802905861402220467e+01,7.058059021800950461e+01
7.356707018607129556e-02,6.794186116487876070e+00,7.407272283982095473e+01,3.000000000000000000e+00,7.151925973855593099e+01,8.381523937900168253e-01,1.636441953690962015e+00,2.941637756326530795e+00,1.354987494619718724e+01,0.000000000000000000e+00,6.391606728065261933e+01,3.421811460730873478e+01,4.037235286538767554e+01,6.295436342049358558e+01,7.369039524822764520e+01
